No,ID_Perfume,perfume,brand,top notes,mid notes,base notes,is_lokal
16484,FRGN-16484,love-chloe-eau-florale,chloe,"green tea, mate","sweet pea, woody notes","powdery notes, musk",FALSE
16485,FRGN-16485,santal-odeyar,chopard,"mango, bergamot, italian mandarin, pear","tunisian orange blossom, jasmine sambac, indian jasmine, damask rose","australian sandalwood, siam benzoin, labdanum",FALSE
16486,FRGN-16486,summer-splash-sunkissed-skin,clean,"ozonic notes, lotus, melon","coconut, flowers, dew drop","amberwood, musk, vanilla",FALSE
16487,FRGN-16487,coach-love-eau-de-parfum,coach,wild strawberry,red rose,cedarwood,FALSE
16488,FRGN-16488,milk,commodity,"marshmallow, milk","white cedar extract, musk","woody notes, amber",FALSE
16489,FRGN-16489,feuille-verte,creed,"lime, mandarin orange","oakmoss, bulgarian rose, vanilla",jasmine,FALSE
16490,FRGN-16490,jasmin-imperatrice-eugenie,creed,bergamot,"italian jasmine, ambergris, bulgarian rose","sandalwood, vanille",FALSE
16491,FRGN-16491,royal-english-leather,creed,"mandarin orange, bergamot",ambergris,"leather, sandalwood",FALSE
16492,FRGN-16492,royal-water,creed,"citruses, lemon verbena, bergamot, mandarin orange","basil, allspice, cumin","musk, cedarwood",FALSE
16493,FRGN-16493,cool-water-intense,davidoff,green mandarin,coconut nectar,amber,FALSE
16494,FRGN-16494,sakura,dior,green notes,"japanese cherry blossom, rose, jasmine, hedione","mimosa, white musk, violet",FALSE
16495,FRGN-16495,poison-girl-eau-de-toilette,dior,"frosted orange, bitter orange, lemon","orange blossom, neroli, grasse rose, damask rose","vanilla, caramel, tonka bean, heliotrope, cashmeran",FALSE
16496,FRGN-16496,tam-dao-limited-edition,diptyque,"italian cypress, rose, myrtle","sandalwood, cedar","palisander rosewood, amber, white musk, spices",FALSE
16497,FRGN-16497,brasil-dream-for-him,estee-lauder,"cardamom, pepper, coriander","cinnamon, neroli, oregano, nutmeg","patchouli, leather, french labdanum, paprika",FALSE
16498,FRGN-16498,tuscany-per-donna,estee-lauder,"rose, lily-of-the-valley, citruses, herbal notes","jasmine, peony, honeysuckle, carnation","sandalwood, amber, vanilla",FALSE
16499,FRGN-16499,modern-muse-nuit,estee-lauder,"cassis, mandarin orange","chamomile, heliotrope, jasmine, chinese jasmine","tonka bean, madagascar vanilla, patchouli, sandalwood, amber, musk",FALSE
16500,FRGN-16500,white-linen-parfum,estee-lauder,"aldehydes, peach, lemon","iris, lilac, violet, ylang-ylang, lily-of-the-valley, carnation, hyacinth, orchid, orris, rose, jasmine","honey, oakmoss, amber, cedar, vetiver, benzoin, tonka bean, sandalwood",FALSE
16501,FRGN-16501,tom-of-finland,etat-libre-d-orange,"aldehydes, amalfi lemon","birch, pine tree, cypress, pepper, geranium, galbanum","suede, vanilla, iris, tonka bean, musk, vetiver, styrax, ambergris",FALSE
16502,FRGN-16502,true-lust-rayon-violet-de-ses-yeux,etat-libre-d-orange,"violet, rum, coconut, rose, ginger","osmanthus, ylang-ylang, tangerine, jasmine, lily-of-the-valley","leather, sandalwood, rice, ambergris",FALSE
16503,FRGN-16503,monsieur,frederic-malle,"rum, tangerine","patchouli, incense, cedar, amber","musk, vanilla",FALSE
16504,FRGN-16504,portrait-of-a-lady,frederic-malle,"rose, clove, raspberry, black currant, cinnamon","patchouli, incense, sandalwood","musk, benzoin, amber",FALSE
16505,FRGN-16505,orangerie-venise,giorgio-armani,"bitter orange, citruses, bergamot","neroli, buchu or agathosma","ambroxan, cedar, moss",FALSE
16506,FRGN-16506,musc-shamal,giorgio-armani,"aldehydes, citruses","musk, rose, jasmine","vanilla, amber, cedar",FALSE
16507,FRGN-16507,emporio-armani-diamonds-black-carat-for-her,giorgio-armani,freesia,rose,"benzoin, vanilla",FALSE
16508,FRGN-16508,si-hair-mist,giorgio-armani,"blackcurrant syrup, cassis","may rose, freesia","vanilla, patchouli, ambroxan, white wood",FALSE
16509,FRGN-16509,si-le-parfum,giorgio-armani,"black currant, bergamot","incense, osmanthus, jasmine","amber, benzoin, vanilla, patchouli leaf",FALSE
16510,FRGN-16510,si-rose-signature-ii-eau-de-parfum,giorgio-armani,"black currant, freesia, mandarin orange, bergamot","turkish rose, may rose, iris, osmanthus","vanilla, patchouli, ambrette (musk mallow)",FALSE
16511,FRGN-16511,vanille-ambree,acorelle,mimosa,"vanille, almond, patchouli",peru balsam,FALSE
16512,FRGN-16512,colonia-quercia,acqua-di-parma,"bergamot, lemon, petitgrain, pink pepper","geranium, cedar, cardamom","oakmoss, tonka bean, patchouli",FALSE
16513,FRGN-16513,vaniglia-eau-de-parfum,acqua-di-parma,"heliotrope, neroli, calabrian bergamot, mandarin orange","vanilla, jasmine sambac","musk, cedar",FALSE
16514,FRGN-16514,dia-woman,amouage,"aldehydes, cyclamen, violet leaf, sage, bergamot, tarragon, fig","peony, turkish rose oil, orris root, orange blossom, peach blossom","white musk, heliotrope, sandalwood, incense, cedar, vanilla, guaiac wood",FALSE
16515,FRGN-16515,amarige-mariage,givenchy,"bitter orange, bergamot","cinnamon, jasmine, magnolia","benzoin, sandalwood, patchouli",FALSE
16516,FRGN-16516,fleur-d-interdit,givenchy,"melon, green notes, watermelon, hiacynth, peach, freesia, raspberry, strawberry, bergamot","cyclamen, lilac, rose, lily-of-the-valley, orchid, violet, jasmine, gardenia, violet leaf","oakmoss, iris, musk, heliotrope, vanilla, orris, sandalwood, cedar",FALSE
16517,FRGN-16517,un-air-d-escapade-2014,givenchy,"litchi, water notes, mandarin orange","peony, rose, lily","musk, cedar",FALSE
16518,FRGN-16518,un-air-d-escapade-2015,givenchy,"white peach, litchi, mandarin orange, grapefruit blossom","rose, gardenia, osmanthus","milk, musk, sandalwood, white cedar extract",FALSE
16519,FRGN-16519,pomelo-sorrento,gritti,"pomelo, grapefruit","green tea, white flowers, rose","vetiver, iris, amber",FALSE
16520,FRGN-16520,beyond-the-wall,gritti,"artemisia, violet, ginger","milk, iris, black tea","white musk, sandalwood, cardamom",FALSE
16521,FRGN-16521,flora-gorgeous-gardenia-limited-edition,gucci,red berries,"gardenia, frangipani","brown sugar, patchouli",FALSE
16522,FRGN-16522,terracotta-le-parfum,guerlain,"tiare flower, coconut, bergamot","jasmine, ylang-ylang, orange blossom","vanilla, musk",FALSE
16523,FRGN-16523,aqua-allegoria-ginger-piccante,guerlain,"ginger, bergamot, lemon","rose, pepper","white musk, cedar",FALSE
16524,FRGN-16524,l-instant-de-guerlain,guerlain,"mandarin orange, red apple, bergamot","magnolia, iris, ylang-ylang, jasmine","white honey, vanille, amber, benzoin, musk",FALSE
16525,FRGN-16525,encens-mythique,guerlain,"aldehydes, rose, saffron","pink pepper, patchouli, vetiver","ambergris, olibanum, woodsy notes",FALSE
16526,FRGN-16526,jour-d-hermes-absolu,hermes,"grapefruit, apricot blossom","gardenia, floral notes, jasmine sambac","woody notes, oakmoss",FALSE
16527,FRGN-16527,boss-the-scent-for-her-absolute,hugo-boss,"honey, peach",coffee,"vanilla, vetiver",FALSE
16528,FRGN-16528,hugo-extreme,hugo-boss,green apple,"lavender, sage, geranium","balsam fir, cedar",FALSE
16529,FRGN-16529,l-eau-d-issey-summer-2007-femme,issey-miyake,"green leaves, black currant, rose","lily-of-the-valley, freesia, peony, neroli, cassia","osmanthus, precious woods, tuberose, violet",FALSE
16530,FRGN-16530,a-scent-soleil-de-neroli,issey-miyake,"neroli, tiare flower","hyacinth, jasmine, gardenia",musk,FALSE
16531,FRGN-16531,classique-cabaret-eau-de-parfum,jean-paul-gaultier,"ginger, citron","orange blossom, marshmallow","vanilla, ambergris",FALSE
16532,FRGN-16532,classique-les-d-ete-2005,jean-paul-gaultier,"orange blossom, tangerine, rose, lemon","lily-of-the-valley, white iris, ylang-ylang, jasmine","vanilla, musk, amber",FALSE
16533,FRGN-16533,le-male-in-the-navy,jean-paul-gaultier,"mint, watery notes",sea notes,"vanilla, ambergris",FALSE
16534,FRGN-16534,gardenia,jo-loves,"gardenia, bergamot","gardenia, jasmine sambac, ylang-ylang, narcissus, coumarin","musk, heliotrope",FALSE
16535,FRGN-16535,yuzu-zest-cologne,jo-malone-london,yuzu,clary sage,"cedar, balsam fir",FALSE
16536,FRGN-16536,yuja-cologne,jo-malone-london,yuzu,clary sage,"balsam fir, cedar",FALSE
16537,FRGN-16537,10-10-am-in-sicilia,kenzo,"grapefruit, bergamot, mandarin orange","fig tree, freesia, peony","virginia cedar, vetiver",FALSE
16538,FRGN-16538,peace,kenzo,mandarin orange,cedar,"musk, heliotrope, tonka bean, vanilla",FALSE
16539,FRGN-16539,kenzo-pour-homme,kenzo,"sea notes, mahogany, sage, bergamot, lemon","pine, juniper berries, carnation, nutmeg, lily-of-the-valley, rose, caraway, jasmine, peach, orris root","balsam fir, sandalwood, cedar, musk, oakmoss, vetiver, amber, labdanum",FALSE
16540,FRGN-16540,kenzo-world-fantasy-collection-eau-de-parfum-intense,kenzo,plum,"peony, jasmine",vanilla,FALSE
16541,FRGN-16541,timbuktu,l-artisan-parfumeur,"mango, pink pepper, cardamom","incense, papyrus, karo karounde","vetiver, myrhh, patchouli, benzoin",FALSE
16542,FRGN-16542,idole-nectar,lancome,"grasse rose, rose, turkish rose","caramel, popcorn",vanilla,FALSE
16543,FRGN-16543,la-nuit-tresor,lancome,"pear, tangerine, bergamot","strawberry, vanilla orchid, black rose, passionfruit","praline, caramel, litchi, vanilla, patchouli, incense, coffee, licorice, coumarin, papyrus",FALSE
16544,FRGN-16544,la-nuit-tresor-caresse,lancome,"raspberry, litchi, pink pepper, bergamot","almond blossom, damask rose, jasmine","tahitian vanilla, tonka bean, orchid, patchouli, white musk",FALSE
16545,FRGN-16545,la-nuit-tresor-edition-limitee,lancome,"tangerine, pear, bergamot","strawberry, passionfruit, orchid, black rose","praline, vanilla, caramel, licorice, coffee, coumarin, incense, litchi, papyrus",FALSE
16546,FRGN-16546,tresor-elixir,lancome,"violet, peach","honey, bulgarian rose, heliotrope, cedar","sandalwood, vanilla, vetiver, musk",FALSE
16547,FRGN-16547,khalta-blend-of-lattafa,lattafa-perfumes,"saffron, cinnamon, bergamot, lavender","rose, incense, orange blossom, cypriol oil or nagarmotha","leather, vanilla, amber, agarwood, sandalwood",FALSE
16548,FRGN-16548,khaltaat-al-arabia-royal-delight,lattafa-perfumes,"fruity notes, apple","spicy notes, nutmeg","woody notes, amber, musk",FALSE
16549,FRGN-16549,awaan,lattafa-perfumes,"bergamot, orange","orange blossom, jasmine","musk, sandalwood, patchouli",FALSE
16550,FRGN-16550,majalis,les-parfums-de-rosine,"cinnamon, nutmeg, bergamot, coriander, mandarin orange, lemon","rose, taif rose, jasmine, lavender","sandalwood, amber, vetiver, tonka bean",FALSE
16551,FRGN-16551,rose-kashmirie,les-parfums-de-rosine,"rose, saffron, coriander, bergamot","rose, myrhh, peony","benzoin, sandalwood, vanille, amber, vetyver, cypriol oil or nagarmotha, grass",FALSE
16552,FRGN-16552,on-the-beach,louis-vuitton,"yuzu, neroli","rosemary, thyme, sand, cloves, pink pepper",cypress,FALSE
16553,FRGN-16553,lazy-sunday-morning-lunar-new-year-edition,maison-martin-margiela,"aldehydes, pear, lily-of-the-valley","orange blossom, rose, iris","white musk, ambrette (musk mallow), indonesian patchouli leaf",FALSE
16554,FRGN-16554,soul-of-the-forest,maison-martin-margiela,"black currant, moss, pimento","balsam fir, labdanum, maple sap","atlas cedar, incense, patchouli",FALSE
16555,FRGN-16555,marc-jacobs-men,marc-jacobs,"cypress, cardamom, ginger, bergamot, cumin","fig leaf, water notes, cyclamen, rose","cedar, tonka bean, oakmoss, patchouli",FALSE
16556,FRGN-16556,aoud-collection-red-aoud,montale,"agarwood (oud), pepper","rose, saffron, cumin","orris root, sandalwood, vetiver",FALSE
16557,FRGN-16557,pure-musc-for-her,narciso-rodriguez,musk,flowers,cashmeran,FALSE
16558,FRGN-16558,black-afgano,nasomatto,"cannabis, green notes","resins, woodsy notes, tobacco, coffee","agarwood (oud), incense",FALSE
16559,FRGN-16559,fields-to-south-campos-au-sul,natura,"raspberry, pear, green notes, mandarin orange","plum, peach, lily-of-the-valley, rose, peony","vanilla, amber, sandalwood, musk, tonka bean, cedar",FALSE
16560,FRGN-16560,essencial-supreme,natura,"sage, cardamom, herbal notes","amber, cedar, cashmeran, iris","patchouli, musk, vanilla, akigalawood, coumarin",FALSE
16561,FRGN-16561,cuide-se-bem-nuvem,o-boticario,"apple, mandarin orange, bergamot, peach blossom, cassis","lily-of-the-valley, cherry blossom, frangipani, orchid","powdery notes, musk, sandalwood, cedar",FALSE
16562,FRGN-16562,insensatez,o-boticario,"bergamot, pineapple, tangerine, papaya","tea, jasmine, violet, lily-of-the-valley, tincture of rose","musk, woodsy notes, oakmoss",FALSE
16563,FRGN-16563,liz-intenso,o-boticario,"red fruits, pear, mandarin orange, bergamot","rose, iris, jasmine, lily of the valley","sandalwood, amber, patchouli, mousse de saxe, cashmeran, haitian vetiver, musk",FALSE
16564,FRGN-16564,make-b-rio-sixties,o-boticario,"pink pepper, cinnamon, nutmeg, mandarin orange, cardamom, bergamot, green notes","hibiscus, freesia","sandalwood, cedar, musk, amber, vanilla",FALSE
16565,FRGN-16565,black-xs-2018,paco-rabanne,"citruses, lemon, tagetes, sage","praline, cinnamon, tolu balsam, black cardamom","patchouli, black amber, ebony tree, palisander rosewood",FALSE
16566,FRGN-16566,olympea-onyx-collector-edition,paco-rabanne,"water jasmine, ginger, green mandarin","vanilla, salt","ambergris, cashmirwood, sandalwood",FALSE
16567,FRGN-16567,xs-pour-homme-sensual-summer,paco-rabanne,"juniper, bergamot, cardamom, mint","bourbon geranium, nasturtium, green lotus","white musk, sandalwood, amber",FALSE
16568,FRGN-16568,savoy-steam-eau-de-cologne,penhaligon-s,"bergamot, lemon","eucalyptus, rosemary","balsam fir, white cedar extract",FALSE
16569,FRGN-16569,the-inimitable-william-penhaligon,penhaligon-s,"bergamot, jasmine","vetiver, cedar, incense","sandalwood, ambroxan",FALSE
16570,FRGN-16570,aiula,penhaligon-s,"frankincense, black pepper, guatemalan cardamom","plum, tobacco, saffron","vanilla, turmeric",FALSE
16571,FRGN-16571,empressa-eau-de-parfum,penhaligon-s,"blood orange, bergamot, mandarin orange","dewberry, peach, rose, geranium, neroli, black currant, nutmeg, black pepper, cardamom, pink pepper","patchouli, sandalwood, vanilla, musk, olibanum, amber, maltol, cacao",FALSE
16572,FRGN-16572,paithani,penhaligon-s,"cardamom, nutmeg, black pepper","milk, rose, mate","leather, amberwood, labdanum, cedar",FALSE
16573,FRGN-16573,polo-blue,ralph-lauren,"cucumber, melon, mandarin orange","basil, sage, geranium","suede, woodsy notes, musk",FALSE
16574,FRGN-16574,al-hobb-al-abady,rasasi,"citruses, bergamot","floral notes, brazilian rosewood, jasmine, ylang-ylang, cyclamen","vanilla, musk, cedar",FALSE
16575,FRGN-16575,amber-oudh,rasasi,"rose, agarwood (oud)",amber,"agarwood (oud), musk",FALSE
16576,FRGN-16576,shuhrah-pour-homme,rasasi,"tomato leaf, freesia, rose","rose, sandalwood, jasmine, cedar","leather, agarwood (oud), musk, oakmoss, amber",FALSE
16577,FRGN-16577,roberto-cavalli-la-notte,roberto-cavalli,"pink pepper, mandarin orange","raspberry, liquor, orange blossom","vanilla, amber, patchouli",FALSE
16578,FRGN-16578,madame-rochas,rochas,"aldehydes, hiacynth, green notes, neroli, honeysuckle, bergamot, orange blossom, lemon","iris, narcissus, orris root, bulgarian rose, ylang-ylang, lily-of-the-valley, violet, jasmine, tuberose","oakmoss, sandalwood, vetiver, musk, cedar, amber, tonka bean",FALSE
16579,FRGN-16579,tocade-2018,rochas,"geranium, bergamot","rose, iris, jasmine","vanilla, amber, tonka bean, labdanum, almond",FALSE
16580,FRGN-16580,acqua-essenziale,salvatore-ferragamo,"mint, lemon leaf","sea notes, lavender, rosemary, geranium","vetiver, musk, patchouli, labdanum",FALSE
16581,FRGN-16581,chypre-rouge,serge-lutens,"caraway, pine tree needles","honey, beeswax, jasmine","oakmoss, amber, vanilla, patchouli, musk",FALSE
16582,FRGN-16582,after-hours,sol-de-janeiro,"black currant, pear","vanilla, night blooming jasmine, whipped cream, freesia","caramel, patchouli, amberwood",FALSE
16583,FRGN-16583,summer-e-amor,sol-de-janeiro,"almond, tangerine","orange blossom, orchid","brown sugar, vanilla, amber, woodsy notes",FALSE
16584,FRGN-16584,isra-miraj,stephane-humbert-lucas-777,"nutmeg, cinnamon, mandarin orange, bergamot","heliotrope, osmanthus","vanilla, ambergris, white musk, sandalwood, agarwood (oud), patchouli, leather",FALSE
16585,FRGN-16585,soleil-de-jeddah-afterglow,stephane-humbert-lucas-777,"chamomile, incense, bergamot","myrrh, amber, iris butter, orchid","benzoin, vanilla, vetiver, styrax",FALSE
16586,FRGN-16586,al-amaken,swiss-arabian,"black currant, passionfruit, bergamot","peony, vanilla, jasmine, rose","musk, patchouli, cedar",FALSE
16587,FRGN-16587,mukhalat-barq,swiss-arabian,"bergamot, mandarin orange","olibanum, patchouli, rose, jasmine","agarwood (oud), sandalwood, vanilla",FALSE
16588,FRGN-16588,delox,tiziana-terenzi,"coffee, white hyacinth, iris","turkish rose, vanilla, opoponax","honey, white musk, amber, cedar",FALSE
16589,FRGN-16589,laudano-nero,tiziana-terenzi,"cognac, tobacco, amber, wormwood, myrtle, rosemary","ash, black locust honey, cedar, slate, sandalwood, rosemary, iris, red rose","incense, agarwood (oud), labdanum, oak, camphor, vanilla, laurels, cashmere musk, musk, vetiver",FALSE
16590,FRGN-16590,st-barts-seascape-for-men,tommy-bahama,"bergamot, sage, black pepper","lavender, elemi, moss","tonka bean, cedarwood, vetiver",FALSE
16591,FRGN-16591,hilfiger-athletics,tommy-hilfiger,"grapefruit, bergamot, star anise","grass, sage",cotton flower,FALSE
16592,FRGN-16592,birmane,van-cleef-arpels,"pineapple, brazilian rosewood, bergamot, lemon","heliotrope, orchid, rose","tonka bean, sandalwood, vanilla, musk",FALSE
16593,FRGN-16593,gingembre-petillant,versace,ginger,white flowers,"praline, vanilla",FALSE
16594,FRGN-16594,versus-time-for-relax,versace,"apple blossom, freesia, hawthorn",avocado,"virginia cedar, sandalwood, amber",FALSE
16595,FRGN-16595,body-by-victoria-2014,victoria-s-secret,green leaves,freesia,water hyacinth,FALSE
